Category_actor,Nominee_actor,Winner_actor,Year_actor,Rating_IMDB_actor,Rating_rtaudience_actor,Rating_rtcritic_actor,Oscarstat_totalnoms_actor,Nom_BAFTA_actor,Win_BAFTA_actor,Nom_GoldenGlobe_comedy-leadacting_actor,Win_GoldenGlobe_comedy-leadacting_actor,Nom_GoldenGlobe_drama-leadacting_actor,Win_GoldenGlobe_drama-leadacting_actor,Nom_GoldenGlobe_supportingacting_actor,Win_GoldenGlobe_supportingacting_actor,Oscarstat_previousnominations_acting_actor,Oscarstat_previouswins_acting_actor,Oscarstat_previousnominee_acting_actor,Oscarstat_previouswinner_acting_actor,Nom_Oscar_bestfilm_actor,Age_actor,Genre_action_actor,Genre_adventure_actor,Genre_biography_actor,Genre_crime_actor,Genre_comedy_actor,Genre_drama_actor,Genre_horror_actor,Genre_fantasy_actor,Genre_sci-fi_actor,Genre_mystery_actor,Genre_music_actor,Genre_romance_actor,Genre_history_actor,Genre_thriller_actor,Genre_war_actor,Genre_sport_actor,Genre_family_actor,Genre_filmnoir_actor,Genre_western_actor,Female_actor,Category_director,Nominee_director,Winner_director,Release_date_director,Rating_rtaudience_director,Rating_rtcritic_director,Win_GoldenGlobe_bestdirector_director,Win_BAFTA_director,Win_DGA_director,Nom_GoldenGlobe_bestdirector_director,Nom_BAFTA_director,Nom_DGA_director,Oscarstat_previouswins_bestdirector_director,Oscarstat_previousnominations_bestdirector_director,Release_Q1_director,Release_Q2_director,Release_Q3_director,Release_Q4_director,Category_film,Film_film,Winner_film,Nom_BAFTA_film,Win_BAFTA_film,Nom_GoldenGlobe_bestcomedy_film,Nom_GoldenGlobe_bestdrama_film,Win_GoldenGlobe_bestcomedy_film,Win_GoldenGlobe_bestdrama_film,Nowin_PGA_film,Win_PGA_film,Nonom_PGA_film,Nom_PGA_film,budget,genres,homepage,id,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,vote_average,vote_count
Supporting Actor,George C. Scott,0,1962,8,93,98,9,0,0,0,0,0,0,1,0,0,0,0,0,1,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Director,Robert Rossen,0,10/27/1961,93,98,0,0,0,0,0,0,0,0,0,0,0,1,Picture,The Hustler,0,1,1,0,0,0,0,0,0,0,0,2000000,"[{""id"": 18, ""name"": ""Drama""}]",empty,990,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 395, ""name"": ""gambling""}, {""id"": 554, ""name"": ""manager""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 1356, ""name"": ""billard""}, {""id"": 2348, ""name"": ""hustler""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 8508, ""name"": ""party""}, {""id"": 10499, ""name"": ""pool""}, {""id"": 10594, ""name"": ""money""}, {""id"": 18249, ""name"": ""game""}, {""id"": 40879, ""name"": ""drunk""}, {""id"": 199050, ""name"": ""player""}]",en,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,17.639478,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Rossen Films"", ""id"": 22820}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/25/1961,7600000,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.,7.6,240
Supporting Actor,George Chakiris,1,1962,7.6,84,94,11,0,0,0,0,0,0,1,1,0,0,0,0,1,28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Robert Wise,1,12/23/1961,84,94,0,0,1,1,0,1,0,0,0,0,0,1,Picture,West Side Story,1,1,0,0,0,0,0,0,0,0,0,6000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",empty,1725,"[{""id"": 100, ""name"": ""slum""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 2124, ""name"": ""puerto rican""}, {""id"": 2356, ""name"": ""immigrant""}, {""id"": 3306, ""name"": ""highway""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 9932, ""name"": ""feud""}, {""id"": 10131, ""name"": ""interracial relationship""}, {""id"": 10449, ""name"": ""sondheim""}, {""id"": 18087, ""name"": ""attempted rape""}, {""id"": 33699, ""name"": ""policeman""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 159278, ""name"": ""obsessive love""}, {""id"": 160367, ""name"": ""lifting female in air""}, {""id"": 165100, ""name"": ""young love""}, {""id"": 165212, ""name"": ""modern day adaptation""}, {""id"": 165214, ""name"": ""shakespeare in modern dress""}]",en,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy.",23.431117,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Seven Arts"", ""id"": 8268}, {""name"": ""Mirisch Pictures"", ""id"": 90571}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/18/1961,43656822,152,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The screen achieves one of the great entertainments in the history of motion pictures,7,389
Supporting Actress,Rita Moreno,1,1962,7.6,84,94,11,0,0,0,0,0,0,1,1,0,0,0,0,1,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Robert Wise,1,12/23/1961,84,94,0,0,1,1,0,1,0,0,0,0,0,1,Picture,West Side Story,1,1,0,0,0,0,0,0,0,0,0,6000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",empty,1725,"[{""id"": 100, ""name"": ""slum""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 2124, ""name"": ""puerto rican""}, {""id"": 2356, ""name"": ""immigrant""}, {""id"": 3306, ""name"": ""highway""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 9932, ""name"": ""feud""}, {""id"": 10131, ""name"": ""interracial relationship""}, {""id"": 10449, ""name"": ""sondheim""}, {""id"": 18087, ""name"": ""attempted rape""}, {""id"": 33699, ""name"": ""policeman""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 159278, ""name"": ""obsessive love""}, {""id"": 160367, ""name"": ""lifting female in air""}, {""id"": 165100, ""name"": ""young love""}, {""id"": 165212, ""name"": ""modern day adaptation""}, {""id"": 165214, ""name"": ""shakespeare in modern dress""}]",en,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy.",23.431117,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Seven Arts"", ""id"": 8268}, {""name"": ""Mirisch Pictures"", ""id"": 90571}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/18/1961,43656822,152,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The screen achieves one of the great entertainments in the history of motion pictures,7,389
Actor,Gregory Peck,1,1963,8.3,93,91,8,1,0,0,0,1,1,0,0,0,0,0,0,1,47,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Robert Mulligan,0,3/16/1963,93,91,0,0,0,1,0,1,0,0,1,0,0,0,Picture,To Kill a Mockingbird,0,1,0,0,1,0,0,0,0,0,0,2000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",empty,595,"[{""id"": 577, ""name"": ""black people""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 1679, ""name"": ""arbitrary law""}, {""id"": 1952, ""name"": ""socially deprived family""}, {""id"": 2005, ""name"": ""tree house""}, {""id"": 2325, ""name"": ""wrong accusal""}, {""id"": 3009, ""name"": ""farm worker""}, {""id"": 3010, ""name"": ""intolerance""}, {""id"": 3011, ""name"": ""exclusion""}, {""id"": 3012, ""name"": ""court case""}, {""id"": 6094, ""name"": ""defence""}, {""id"": 6145, ""name"": ""right and justice""}, {""id"": 6148, ""name"": ""court""}, {""id"": 208349, ""name"": ""child""}]",en,"In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot.",22.139842,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/25/1962,13129846,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,empty,8,657
Supporting Actress,Mary Badham,0,1963,8.3,93,91,8,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Robert Mulligan,0,3/16/1963,93,91,0,0,0,1,0,1,0,0,1,0,0,0,Picture,To Kill a Mockingbird,0,1,0,0,1,0,0,0,0,0,0,2000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",empty,595,"[{""id"": 577, ""name"": ""black people""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 1679, ""name"": ""arbitrary law""}, {""id"": 1952, ""name"": ""socially deprived family""}, {""id"": 2005, ""name"": ""tree house""}, {""id"": 2325, ""name"": ""wrong accusal""}, {""id"": 3009, ""name"": ""farm worker""}, {""id"": 3010, ""name"": ""intolerance""}, {""id"": 3011, ""name"": ""exclusion""}, {""id"": 3012, ""name"": ""court case""}, {""id"": 6094, ""name"": ""defence""}, {""id"": 6145, ""name"": ""right and justice""}, {""id"": 6148, ""name"": ""court""}, {""id"": 208349, ""name"": ""child""}]",en,"In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot.",22.139842,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/25/1962,13129846,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,empty,8,657
Actor,Peter O'Toole,0,1963,8.3,93,97,10,1,1,0,0,0,0,0,0,0,0,0,0,1,31,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,David Lean,1,12/11/1962,93,97,1,0,1,1,0,1,0,0,0,0,0,1,Picture,Lawrence of Arabia,1,1,1,0,1,0,1,0,0,0,0,15000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",empty,947,"[{""id"": 487, ""name"": ""cairo""}, {""id"": 1975, ""name"": ""arabian""}, {""id"": 2504, ""name"": ""world war i""}, {""id"": 2673, ""name"": ""horse""}, {""id"": 3575, ""name"": ""jerusalem""}, {""id"": 4100, ""name"": ""british army""}, {""id"": 4107, ""name"": ""british empire""}, {""id"": 4535, ""name"": ""damascus""}, {""id"": 4717, ""name"": ""camel""}, {""id"": 6091, ""name"": ""war""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 173259, ""name"": ""arab""}, {""id"": 214410, ""name"": ""ottoman empire""}]",en,"An epic about British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",41.286336,"[{""name"": ""Horizon Pictures (II)"", ""id"": 11356}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",12/10/1962,69995385,216,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}]",Released,empty,7.8,851
Supporting Actor,Omar Sharif,0,1963,8.3,93,97,10,0,0,0,0,0,0,1,1,0,0,0,0,1,31,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,David Lean,1,12/11/1962,93,97,1,0,1,1,0,1,0,0,0,0,0,1,Picture,Lawrence of Arabia,1,1,1,0,1,0,1,0,0,0,0,15000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",empty,947,"[{""id"": 487, ""name"": ""cairo""}, {""id"": 1975, ""name"": ""arabian""}, {""id"": 2504, ""name"": ""world war i""}, {""id"": 2673, ""name"": ""horse""}, {""id"": 3575, ""name"": ""jerusalem""}, {""id"": 4100, ""name"": ""british army""}, {""id"": 4107, ""name"": ""british empire""}, {""id"": 4535, ""name"": ""damascus""}, {""id"": 4717, ""name"": ""camel""}, {""id"": 6091, ""name"": ""war""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 173259, ""name"": ""arab""}, {""id"": 214410, ""name"": ""ottoman empire""}]",en,"An epic about British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",41.286336,"[{""name"": ""Horizon Pictures (II)"", ""id"": 11356}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",12/10/1962,69995385,216,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}]",Released,empty,7.8,851
Actor,Albert Finney,0,1964,6.7,58,83,10,0,0,1,0,0,0,0,0,0,0,0,0,1,28,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Director,Tony Richardson,1,12/11/1963,58,83,0,0,0,1,0,1,0,0,0,0,0,1,Picture,Tom Jones,1,1,1,1,0,1,0,0,0,0,0,1000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",empty,5769,"[{""id"": 5626, ""name"": ""from rags to riches""}, {""id"": 18015, ""name"": ""tutor""}, {""id"": 222842, ""name"": ""squire""}]",en,Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love?,2.833166,"[{""name"": ""Woodfall Film Productions"", ""id"": 1980}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",10/6/1963,37600000,128,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Tom Jones! . . . loves and loves and loves and loves . . .,6.1,39
Supporting Actor,Hugh Griffith,0,1964,6.7,58,83,10,0,0,0,0,0,0,1,0,0,0,0,0,1,52,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Director,Tony Richardson,1,12/11/1963,58,83,0,0,0,1,0,1,0,0,0,0,0,1,Picture,Tom Jones,1,1,1,1,0,1,0,0,0,0,0,1000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",empty,5769,"[{""id"": 5626, ""name"": ""from rags to riches""}, {""id"": 18015, ""name"": ""tutor""}, {""id"": 222842, ""name"": ""squire""}]",en,Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love?,2.833166,"[{""name"": ""Woodfall Film Productions"", ""id"": 1980}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",10/6/1963,37600000,128,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Tom Jones! . . . loves and loves and loves and loves . . .,6.1,39
Actor,Rex Harrison,1,1965,7.9,90,96,12,1,0,1,1,0,0,0,0,1,0,1,0,1,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Director,George Cukor,1,12/25/1964,90,96,1,0,1,1,0,1,0,0,0,0,0,1,Picture,My Fair Lady,1,1,1,1,0,1,0,0,0,0,0,17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",empty,11113,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 4485, ""name"": ""flower girl""}, {""id"": 10786, ""name"": ""colonel""}, {""id"": 11411, ""name"": ""wager""}, {""id"": 11707, ""name"": ""suitor""}, {""id"": 14514, ""name"": ""class differences""}, {""id"": 18015, ""name"": ""tutor""}, {""id"": 155697, ""name"": ""aristocrat""}, {""id"": 165278, ""name"": ""linguist""}, {""id"": 165279, ""name"": ""street""}, {""id"": 165282, ""name"": ""high society""}, {""id"": 165288, ""name"": ""misogynist""}, {""id"": 165290, ""name"": ""guttersnipe""}, {""id"": 165299, ""name"": ""class prejudice""}, {""id"": 165301, ""name"": ""opposites attract""}]",en,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,20.786616,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/21/1964,72070731,170,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The loverliest motion picture of them all!,7.4,352
Supporting Actor,Stanley Holloway,0,1965,7.9,90,96,12,0,0,0,0,0,0,1,0,0,0,0,0,1,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Director,George Cukor,1,12/25/1964,90,96,1,0,1,1,0,1,0,0,0,0,0,1,Picture,My Fair Lady,1,1,1,1,0,1,0,0,0,0,0,17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",empty,11113,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 4485, ""name"": ""flower girl""}, {""id"": 10786, ""name"": ""colonel""}, {""id"": 11411, ""name"": ""wager""}, {""id"": 11707, ""name"": ""suitor""}, {""id"": 14514, ""name"": ""class differences""}, {""id"": 18015, ""name"": ""tutor""}, {""id"": 155697, ""name"": ""aristocrat""}, {""id"": 165278, ""name"": ""linguist""}, {""id"": 165279, ""name"": ""street""}, {""id"": 165282, ""name"": ""high society""}, {""id"": 165288, ""name"": ""misogynist""}, {""id"": 165290, ""name"": ""guttersnipe""}, {""id"": 165299, ""name"": ""class prejudice""}, {""id"": 165301, ""name"": ""opposites attract""}]",en,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,20.786616,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/21/1964,72070731,170,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The loverliest motion picture of them all!,7.4,352
Supporting Actress,Gladys Cooper,0,1965,7.9,90,96,12,0,0,0,0,0,0,0,0,0,0,0,0,1,77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Director,George Cukor,1,12/25/1964,90,96,1,0,1,1,0,1,0,0,0,0,0,1,Picture,My Fair Lady,1,1,1,1,0,1,0,0,0,0,0,17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",empty,11113,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 4485, ""name"": ""flower girl""}, {""id"": 10786, ""name"": ""colonel""}, {""id"": 11411, ""name"": ""wager""}, {""id"": 11707, ""name"": ""suitor""}, {""id"": 14514, ""name"": ""class differences""}, {""id"": 18015, ""name"": ""tutor""}, {""id"": 155697, ""name"": ""aristocrat""}, {""id"": 165278, ""name"": ""linguist""}, {""id"": 165279, ""name"": ""street""}, {""id"": 165282, ""name"": ""high society""}, {""id"": 165288, ""name"": ""misogynist""}, {""id"": 165290, ""name"": ""guttersnipe""}, {""id"": 165299, ""name"": ""class prejudice""}, {""id"": 165301, ""name"": ""opposites attract""}]",en,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,20.786616,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/21/1964,72070731,170,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The loverliest motion picture of them all!,7.4,352
Actor,Peter Sellers,0,1965,8.5,94,99,4,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Director,Stanley Kubrick,0,1/29/1964,94,99,0,0,0,0,0,1,0,0,1,0,0,0,Picture,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0,1,1,0,0,0,0,0,0,0,0,1800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}]",empty,935,"[{""id"": 840, ""name"": ""usa president""}, {""id"": 1402, ""name"": ""general""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2531, ""name"": ""strategic air command""}, {""id"": 3312, ""name"": ""nuclear missile""}, {""id"": 160370, ""name"": ""war room""}, {""id"": 160377, ""name"": ""bomber pilot""}, {""id"": 160381, ""name"": ""nuclear weapons""}, {""id"": 160387, ""name"": ""ex nazi""}, {""id"": 194825, ""name"": ""doomsday device""}, {""id"": 214655, ""name"": ""absurdism""}]",en,"Insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union. As soon as the actions of General ""Buck"" Turgidson are discovered, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike. Near the end is a scene that is probably the most uniquely unforgettable performance of Slim Pickens in his movie career. Peter Sellers plays multiple roles in this film.",41.996783,"[{""name"": ""Hawk Films"", ""id"": 88}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/29/1964,9440272,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The hot-line suspense comedy,8,1442
Actress,Julie Andrews,1,1965,7.8,86,100,12,0,0,1,1,0,0,0,0,0,0,0,0,1,30,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Director,Robert Stevenson,0,9/11/1964,86,100,0,0,0,0,0,1,0,0,0,0,1,0,Picture,Mary Poppins,0,0,0,1,0,0,0,0,0,0,0,6000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",empty,433,"[{""id"": 212, ""name"": ""london england""}, {""id"": 246, ""name"": ""dancing""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 974, ""name"": ""bank""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1505, ""name"": ""famous score""}, {""id"": 2246, ""name"": ""confidence""}, {""id"": 2341, ""name"": ""nanny""}, {""id"": 2342, ""name"": ""laughing""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2344, ""name"": ""chimney sweeper""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 209220, ""name"": ""live action and animation""}]",en,"The movie combines a diverting story, songs, color and sequences of live action blended with the movements of animated figures. Mary Poppins is a kind of Super-nanny who flies in with her umbrella in response to the request of the Banks children and proceeds to put things right with the aid of her rather extraordinary magical powers before flying off again.",59.961523,"[{""name"": ""Walt Disney Productions"", ""id"": 3166}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/27/1964,102272727,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's supercalifragilisticexpialidocious!,7.4,1183
Actress,Julie Andrews,0,1966,8,91,86,10,0,0,1,1,0,0,0,0,1,1,1,1,1,31,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Director,Robert Wise,1,3/29/1965,91,86,0,0,1,1,0,1,1,1,1,0,0,0,Picture,The Sound of Music,1,0,0,1,0,1,0,0,0,0,0,8200000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",empty,15121,"[{""id"": 836, ""name"": ""resistance""}, {""id"": 1201, ""name"": ""austria""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6383, ""name"": ""music competition""}, {""id"": 7954, ""name"": ""salzburg""}, {""id"": 10181, ""name"": ""based on play""}, {""id"": 11020, ""name"": ""classic""}, {""id"": 160175, ""name"": ""alps""}, {""id"": 165468, ""name"": ""governess""}, {""id"": 165470, ""name"": ""convent""}, {""id"": 165485, ""name"": ""music contest""}, {""id"": 165492, ""name"": ""novice""}, {""id"": 165493, ""name"": ""puppet show""}, {""id"": 165495, ""name"": ""nun in love""}, {""id"": 189422, ""name"": ""nazi occupation""}, {""id"": 214548, ""name"": ""1930s""}]",en,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,37.960289,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Robert Wise Productions"", ""id"": 6304}, {""name"": ""Argyle Enterprises"", ""id"": 6305}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/2/1965,286214286,174,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,The happiest sound in all the world!,7.4,941
