Category_actor,Nominee_actor,Winner_actor,Year_actor,Rating_IMDB_actor,Rating_rtaudience_actor,Rating_rtcritic_actor,Oscarstat_totalnoms_actor,Nom_BAFTA_actor,Win_BAFTA_actor,Nom_GoldenGlobe_comedy-leadacting_actor,Win_GoldenGlobe_comedy-leadacting_actor,Nom_GoldenGlobe_drama-leadacting_actor,Win_GoldenGlobe_drama-leadacting_actor,Nom_GoldenGlobe_supportingacting_actor,Win_GoldenGlobe_supportingacting_actor,Oscarstat_previousnominations_acting_actor,Oscarstat_previouswins_acting_actor,Oscarstat_previousnominee_acting_actor,Oscarstat_previouswinner_acting_actor,Nom_Oscar_bestfilm_actor,Age_actor,Genre_action_actor,Genre_adventure_actor,Genre_biography_actor,Genre_crime_actor,Genre_comedy_actor,Genre_drama_actor,Genre_horror_actor,Genre_fantasy_actor,Genre_sci-fi_actor,Genre_mystery_actor,Genre_music_actor,Genre_romance_actor,Genre_history_actor,Genre_thriller_actor,Genre_war_actor,Genre_sport_actor,Genre_family_actor,Genre_filmnoir_actor,Genre_western_actor,Female_actor,Category_director,Nominee_director,Winner_director,Release_date_director,Rating_rtaudience_director,Rating_rtcritic_director,Win_GoldenGlobe_bestdirector_director,Win_BAFTA_director,Win_DGA_director,Nom_GoldenGlobe_bestdirector_director,Nom_BAFTA_director,Nom_DGA_director,Oscarstat_previouswins_bestdirector_director,Oscarstat_previousnominations_bestdirector_director,Release_Q1_director,Release_Q2_director,Release_Q3_director,Release_Q4_director,Category_film,Film_film,Winner_film,Nom_BAFTA_film,Win_BAFTA_film,Nom_GoldenGlobe_bestcomedy_film,Nom_GoldenGlobe_bestdrama_film,Win_GoldenGlobe_bestcomedy_film,Win_GoldenGlobe_bestdrama_film,Nowin_PGA_film,Win_PGA_film,Nonom_PGA_film,Nom_PGA_film,budget,genres,homepage,id,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,vote_average,vote_count
Supporting Actor,Geoffrey Rush,0,1999,7.2,80,92,13,0,0,0,0,0,0,1,0,1,1,1,1,1,48,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Director,John Madden,0,1/8/1999,80,92,0,0,0,1,1,1,0,0,1,0,0,0,Picture,Shakespeare in Love,1,1,1,1,0,1,0,1,0,0,1,25000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 36, ""name"": ""History""}]",empty,1934,"[{""id"": 497, ""name"": ""shakespeare""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 3089, ""name"": ""oscar award""}, {""id"": 4326, ""name"": ""theatre play""}, {""id"": 4333, ""name"": ""theatre group""}, {""id"": 5914, ""name"": ""writer's block""}, {""id"": 6034, ""name"": ""theatre milieu""}, {""id"": 10818, ""name"": ""author""}, {""id"": 190531, ""name"": ""speculative""}, {""id"": 190532, ""name"": ""false history""}]",en,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.",31.792964,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Bedford Falls Productions"", ""id"": 348}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/11/1998,289317794,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love is the only inspiration.,6.8,796
Supporting Actress,Judi Dench,1,1999,7.2,80,92,13,1,1,0,0,0,0,1,0,1,0,1,0,1,65,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Director,John Madden,0,1/8/1999,80,92,0,0,0,1,1,1,0,0,1,0,0,0,Picture,Shakespeare in Love,1,1,1,1,0,1,0,1,0,0,1,25000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 36, ""name"": ""History""}]",empty,1934,"[{""id"": 497, ""name"": ""shakespeare""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 3089, ""name"": ""oscar award""}, {""id"": 4326, ""name"": ""theatre play""}, {""id"": 4333, ""name"": ""theatre group""}, {""id"": 5914, ""name"": ""writer's block""}, {""id"": 6034, ""name"": ""theatre milieu""}, {""id"": 10818, ""name"": ""author""}, {""id"": 190531, ""name"": ""speculative""}, {""id"": 190532, ""name"": ""false history""}]",en,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.",31.792964,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Bedford Falls Productions"", ""id"": 348}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/11/1998,289317794,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love is the only inspiration.,6.8,796
Actor,Kevin Spacey,1,2000,8.4,93,88,8,1,1,0,0,1,0,0,0,1,1,1,1,1,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Sam Mendes,1,10/1/1999,93,88,1,0,1,1,1,1,0,0,0,0,0,1,Picture,American Beauty,1,1,1,0,1,0,1,0,1,0,1,15000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.dreamworks.com/ab/,14,"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 1862, ""name"": ""coming out""}, {""id"": 2201, ""name"": ""first time""}, {""id"": 2249, ""name"": ""camcorder""}, {""id"": 2389, ""name"": ""virgin""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2559, ""name"": ""film maker""}, {""id"": 2918, ""name"": ""estate agent""}, {""id"": 8201, ""name"": ""satire""}, {""id"": 9957, ""name"": ""loneliness""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 10532, ""name"": ""suburbia""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 33611, ""name"": ""exercise""}, {""id"": 166123, ""name"": ""parent child relationship""}, {""id"": 224279, ""name"": ""bittersweet""}, {""id"": 229299, ""name"": ""affair""}]",en,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",80.878605,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Jinks/Cohen Company"", ""id"": 2721}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/15/1999,356296601,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Look closer.,7.9,3313
Actress,Annette Bening,0,2000,8.4,93,88,8,1,1,0,0,1,0,0,0,1,0,1,0,1,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Sam Mendes,1,10/1/1999,93,88,1,0,1,1,1,1,0,0,0,0,0,1,Picture,American Beauty,1,1,1,0,1,0,1,0,1,0,1,15000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.dreamworks.com/ab/,14,"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 1862, ""name"": ""coming out""}, {""id"": 2201, ""name"": ""first time""}, {""id"": 2249, ""name"": ""camcorder""}, {""id"": 2389, ""name"": ""virgin""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2559, ""name"": ""film maker""}, {""id"": 2918, ""name"": ""estate agent""}, {""id"": 8201, ""name"": ""satire""}, {""id"": 9957, ""name"": ""loneliness""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 10532, ""name"": ""suburbia""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 33611, ""name"": ""exercise""}, {""id"": 166123, ""name"": ""parent child relationship""}, {""id"": 224279, ""name"": ""bittersweet""}, {""id"": 229299, ""name"": ""affair""}]",en,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",80.878605,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Jinks/Cohen Company"", ""id"": 2721}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/15/1999,356296601,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Look closer.,7.9,3313
Actor,Russell Crowe,0,2000,7.9,90,96,7,1,0,0,0,1,0,0,0,0,0,0,0,1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Director,Michael Mann,0,11/5/1999,90,96,0,0,0,1,0,1,0,0,0,0,0,1,Picture,The Insider,0,0,0,0,1,0,0,1,0,0,1,90000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",empty,9008,"[{""id"": 470, ""name"": ""spy""}, {""id"": 918, ""name"": ""newspaper""}, {""id"": 3664, ""name"": ""research""}, {""id"": 4434, ""name"": ""interview""}, {""id"": 6357, ""name"": ""tobacco""}, {""id"": 8231, ""name"": ""insider""}, {""id"": 11208, ""name"": ""conspiracy theory""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 209799, ""name"": ""whistleblower""}, {""id"": 211141, ""name"": ""columbia broadcasting system (cbs)""}, {""id"": 219681, ""name"": ""tobacco industry""}]",en,"Tells the true story of a 60 Minutes television series exposé of the tobacco industry, as seen through the eyes of a real tobacco executive, Jeffrey Wigand",26.153669,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Kaitz Productions"", ""id"": 8758}, {""name"": ""Mann/Roth Productions"", ""id"": 8759}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/28/1999,60289912,157,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}]",Released,Two men driven to tell the truth... whatever the cost.,7.3,481
Supporting Actor,Haley Joel Osment,0,2000,8.1,89,85,6,0,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Director,M. Night Shyamalan,0,8/6/1999,89,85,0,0,0,0,1,1,0,0,0,0,1,0,Picture,The Sixth Sense,0,1,0,0,0,0,0,1,0,1,0,40000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",empty,745,"[{""id"": 516, ""name"": ""child abuse""}, {""id"": 1335, ""name"": ""sense of guilt""}, {""id"": 1452, ""name"": ""loss of child""}, {""id"": 2246, ""name"": ""confidence""}, {""id"": 2800, ""name"": ""psychology""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 9457, ""name"": ""single""}, {""id"": 11627, ""name"": ""paranormal phenomena""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 208349, ""name"": ""child""}, {""id"": 210530, ""name"": ""spiritism""}]",en,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",73.085576,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Barry Mendel Productions"", ""id"": 17032}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/6/1999,672806292,107,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Not every gift is a blessing.,7.7,3147
Supporting Actress,Toni Collette,0,2000,8.1,89,85,6,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Director,M. Night Shyamalan,0,8/6/1999,89,85,0,0,0,0,1,1,0,0,0,0,1,0,Picture,The Sixth Sense,0,1,0,0,0,0,0,1,0,1,0,40000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",empty,745,"[{""id"": 516, ""name"": ""child abuse""}, {""id"": 1335, ""name"": ""sense of guilt""}, {""id"": 1452, ""name"": ""loss of child""}, {""id"": 2246, ""name"": ""confidence""}, {""id"": 2800, ""name"": ""psychology""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 9457, ""name"": ""single""}, {""id"": 11627, ""name"": ""paranormal phenomena""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 208349, ""name"": ""child""}, {""id"": 210530, ""name"": ""spiritism""}]",en,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",73.085576,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Barry Mendel Productions"", ""id"": 17032}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/6/1999,672806292,107,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Not every gift is a blessing.,7.7,3147
Actor,Russell Crowe,1,2001,8.5,87,76,12,1,0,0,0,1,0,0,0,1,0,1,0,1,37,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Ridley Scott,0,5/5/2000,87,76,0,0,0,1,1,1,0,1,0,1,0,0,Picture,Gladiator,1,1,1,0,1,0,1,0,1,0,1,103000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",empty,98,"[{""id"": 588, ""name"": ""rome""}, {""id"": 1394, ""name"": ""gladiator""}, {""id"": 1395, ""name"": ""arena""}, {""id"": 1399, ""name"": ""senate""}, {""id"": 1405, ""name"": ""roman empire""}, {""id"": 2280, ""name"": ""emperor""}, {""id"": 2831, ""name"": ""slavery""}, {""id"": 10141, ""name"": ""battlefield""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 14704, ""name"": ""ancient world""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 18543, ""name"": ""combat""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 160840, ""name"": ""dream sequence""}, {""id"": 179780, ""name"": ""chariot""}, {""id"": 192230, ""name"": ""philosopher""}, {""id"": 235791, ""name"": ""barbarian horde""}, {""id"": 235792, ""name"": ""2nd century""}, {""id"": 235793, ""name"": ""successor""}]",en,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",95.301296,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Mill Film"", ""id"": 21904}, {""name"": ""C & L"", ""id"": 21905}, {""name"": ""Dawliz"", ""id"": 21906}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/1/2000,457640427,155,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Hero Will Rise.,7.9,5439
Supporting Actor,Joaquin Phoenix,0,2001,8.5,87,76,12,0,0,0,0,0,0,1,0,0,0,0,0,1,27,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Ridley Scott,0,5/5/2000,87,76,0,0,0,1,1,1,0,1,0,1,0,0,Picture,Gladiator,1,1,1,0,1,0,1,0,1,0,1,103000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",empty,98,"[{""id"": 588, ""name"": ""rome""}, {""id"": 1394, ""name"": ""gladiator""}, {""id"": 1395, ""name"": ""arena""}, {""id"": 1399, ""name"": ""senate""}, {""id"": 1405, ""name"": ""roman empire""}, {""id"": 2280, ""name"": ""emperor""}, {""id"": 2831, ""name"": ""slavery""}, {""id"": 10141, ""name"": ""battlefield""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 14704, ""name"": ""ancient world""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 18543, ""name"": ""combat""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 160840, ""name"": ""dream sequence""}, {""id"": 179780, ""name"": ""chariot""}, {""id"": 192230, ""name"": ""philosopher""}, {""id"": 235791, ""name"": ""barbarian horde""}, {""id"": 235792, ""name"": ""2nd century""}, {""id"": 235793, ""name"": ""successor""}]",en,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",95.301296,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Mill Film"", ""id"": 21904}, {""name"": ""C & L"", ""id"": 21905}, {""name"": ""Dawliz"", ""id"": 21906}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/1/2000,457640427,155,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Hero Will Rise.,7.9,5439
Actress,Julia Roberts,1,2001,7.3,80,84,5,1,1,0,0,1,1,0,0,2,0,1,0,1,34,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Director,Steven Soderbergh,0,3/17/2000,80,84,0,0,0,1,1,1,0,0,1,0,0,0,Picture,Erin Brockovich,0,1,0,0,1,0,0,1,0,0,1,52000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.brockovich.com/movie.html,462,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 14768, ""name"": ""single mother""}, {""id"": 163212, ""name"": ""water pollution""}, {""id"": 196407, ""name"": ""environmental law""}]",en,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",30.347332,"[{""name"": ""Jersey Films"", ""id"": 216}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/17/2000,256271286,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,She brought a small town to its feet and a huge corporation to its knees.,7.1,716
Supporting Actor,Albert Finney,0,2001,7.3,80,84,5,1,0,0,0,0,0,1,0,4,0,1,0,1,65,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Steven Soderbergh,0,3/17/2000,80,84,0,0,0,1,1,1,0,0,1,0,0,0,Picture,Erin Brockovich,0,1,0,0,1,0,0,1,0,0,1,52000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.brockovich.com/movie.html,462,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 14768, ""name"": ""single mother""}, {""id"": 163212, ""name"": ""water pollution""}, {""id"": 196407, ""name"": ""environmental law""}]",en,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",30.347332,"[{""name"": ""Jersey Films"", ""id"": 216}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/17/2000,256271286,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,She brought a small town to its feet and a huge corporation to its knees.,7.1,716
Supporting Actor,Benicio del Toro,1,2001,7.6,85,92,5,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Director,Steven Soderbergh,1,1/5/2001,85,92,0,0,0,1,1,1,0,0,1,0,0,0,Picture,Traffic,0,0,0,0,1,0,0,1,0,1,0,48000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",empty,1900,"[{""id"": 279, ""name"": ""usa""}, {""id"": 1601, ""name"": ""war on drugs""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 3391, ""name"": ""drug smuggle""}, {""id"": 4436, ""name"": ""addicted""}, {""id"": 4668, ""name"": ""police operation""}, {""id"": 5616, ""name"": ""united states\u2013mexico barrier""}, {""id"": 6782, ""name"": ""addiction""}, {""id"": 18026, ""name"": ""drug lord""}]",en,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",25.170217,"[{""name"": ""USA Films"", ""id"": 987}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""Bedford Falls Company, The"", ""id"": 20634}, {""name"": ""Compulsion Inc."", ""id"": 58333}, {""name"": ""Splendid Medien AG"", ""id"": 58334}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/27/2000,207515725,147,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No one gets away clean,6.9,562
Actor,Russell Crowe,0,2002,8.2,93,75,8,1,1,0,0,1,1,0,0,2,1,1,1,1,38,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Ron Howard,1,1/4/2002,93,75,0,0,1,1,1,1,0,0,1,0,0,0,Picture,A Beautiful Mind,1,1,0,0,1,0,1,1,0,0,1,60000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.abeautifulmind.com/,453,"[{""id"": 30, ""name"": ""individual""}, {""id"": 222, ""name"": ""schizophrenia""}, {""id"": 1700, ""name"": ""massachusetts""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 2303, ""name"": ""mathematician""}, {""id"": 2304, ""name"": ""market economy""}, {""id"": 2305, ""name"": ""economic theory""}, {""id"": 2307, ""name"": ""princeton university""}, {""id"": 2309, ""name"": ""nobel prize""}, {""id"": 2461, ""name"": ""mathematical theorem""}, {""id"": 2462, ""name"": ""m.i.t.""}, {""id"": 6009, ""name"": ""mathematics""}, {""id"": 6262, ""name"": ""delusion""}]",en,"At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",59.248437,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/11/2001,313542341,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,I need to believe that something extra ordinary is possible...,7.7,3009
